directions_detail_pattern_id,pattern,directions_detail_id,sequence_no,created_id,created_at,updated_id,updated_at
60470,0,59816,2,11,2017-09-12 16:02:20,11,2017-09-12 16:02:20
60471,0,59817,3,11,2017-09-12 16:02:20,11,2017-09-12 16:02:20
60472,0,59818,4,11,2017-09-12 16:02:20,11,2017-09-12 16:02:20
60473,0,59819,5,11,2017-09-12 16:02:20,11,2017-09-12 16:02:20
60474,1,59820,1,11,2017-09-12 16:02:20,11,2017-09-12 16:02:20
60475,1,59821,2,11,2017-09-12 16:02:21,11,2017-09-12 16:02:21
60476,1,59822,3,11,2017-09-12 16:02:21,11,2017-09-12 16:02:21
60477,1,59823,4,11,2017-09-12 16:02:21,11,2017-09-12 16:02:21
60478,1,59824,5,11,2017-09-12 16:02:21,11,2017-09-12 16:02:21
60597,0,59943,1,5,2017-09-12 23:44:41,5,2017-09-12 23:44:41
60598,0,59944,2,5,2017-09-12 23:44:41,5,2017-09-12 23:44:41
60599,0,59945,3,5,2017-09-12 23:44:41,5,2017-09-12 23:44:41
60600,0,59946,4,5,2017-09-12 23:44:41,5,2017-09-12 23:44:41
60601,1,59947,1,5,2017-09-12 23:44:41,5,2017-09-12 23:44:41
60602,1,59948,2,5,2017-09-12 23:44:42,5,2017-09-12 23:44:42
60603,1,59949,3,5,2017-09-12 23:44:42,5,2017-09-12 23:44:42
60604,1,59950,4,5,2017-09-12 23:44:42,5,2017-09-12 23:44:42
60605,1,59951,5,5,2017-09-12 23:44:42,5,2017-09-12 23:44:42
60796,0,60142,1,11,2017-09-13 16:21:10,11,2017-09-13 16:21:10
60797,0,60143,2,11,2017-09-13 16:21:10,11,2017-09-13 16:21:10
60798,0,60144,3,11,2017-09-13 16:21:10,11,2017-09-13 16:21:10
60799,0,60145,4,11,2017-09-13 16:21:10,11,2017-09-13 16:21:10
60800,1,60146,1,11,2017-09-13 16:21:10,11,2017-09-13 16:21:10
60801,1,60147,2,11,2017-09-13 16:21:10,11,2017-09-13 16:21:10
60802,1,60148,3,11,2017-09-13 16:21:10,11,2017-09-13 16:21:10
60803,1,60149,4,11,2017-09-13 16:21:10,11,2017-09-13 16:21:10
60916,0,60262,1,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60917,0,60263,2,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60918,0,60264,3,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60919,0,60265,4,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60920,0,60266,5,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60921,0,60267,6,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60922,0,60268,7,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60923,1,60269,1,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60924,1,60270,2,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60925,1,60271,3,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60926,1,60272,4,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60927,1,60273,5,5,2017-09-14 09:27:26,5,2017-09-14 09:27:26
60928,1,60274,6,5,2017-09-14 09:27:27,5,2017-09-14 09:27:27
61096,0,60442,1,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61097,0,60443,2,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61098,0,60444,3,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61099,0,60445,4,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61100,0,60446,5,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61101,1,60447,1,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61102,1,60448,2,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61103,1,60449,3,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61104,1,60450,4,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61105,1,60451,5,11,2017-09-14 10:31:34,11,2017-09-14 10:31:34
61325,0,60671,1,12,2017-09-15 09:27:01,12,2017-09-15 09:27:01
61326,0,60672,2,12,2017-09-15 09:27:01,12,2017-09-15 09:27:01
61327,0,60673,3,12,2017-09-15 09:27:01,12,2017-09-15 09:27:01
61328,0,60674,4,12,2017-09-15 09:27:01,12,2017-09-15 09:27:01
61329,1,60675,1,12,2017-09-15 09:27:01,12,2017-09-15 09:27:01
61330,1,60676,2,12,2017-09-15 09:27:01,12,2017-09-15 09:27:01
61331,1,60677,3,12,2017-09-15 09:27:01,12,2017-09-15 09:27:01
61332,1,60678,4,12,2017-09-15 09:27:01,12,2017-09-15 09:27:01
61333,1,60679,5,12,2017-09-15 09:27:01,12,2017-09-15 09:27:01
61362,0,60708,1,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61363,0,60709,2,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61364,0,60710,3,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61365,0,60711,4,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61366,0,60712,5,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61367,0,60713,6,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61368,0,60714,7,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61369,0,60715,8,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61370,1,60716,1,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61371,1,60717,2,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61372,1,60718,3,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61373,1,60719,4,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61374,1,60720,5,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61375,1,60721,6,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61376,1,60722,7,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61377,1,60723,8,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61378,1,60724,9,12,2017-09-15 09:41:14,12,2017-09-15 09:41:14
61607,0,60942,1,11,2017-09-15 11:20:31,11,2017-09-15 11:20:31
61608,0,60943,2,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61609,0,60944,3,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61610,0,60945,4,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61611,0,60946,5,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61612,0,60947,6,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61613,1,60948,1,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61614,1,60949,2,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61615,1,60950,3,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61616,1,60951,4,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61617,1,60952,5,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61618,1,60953,6,11,2017-09-15 11:20:32,11,2017-09-15 11:20:32
61884,0,61219,1,12,2017-09-15 14:40:10,12,2017-09-15 14:40:10
61885,0,61220,2,12,2017-09-15 14:40:10,12,2017-09-15 14:40:10
61886,0,61221,3,12,2017-09-15 14:40:10,12,2017-09-15 14:40:10
61887,0,61222,4,12,2017-09-15 14:40:10,12,2017-09-15 14:40:10
61888,1,61223,1,12,2017-09-15 14:40:10,12,2017-09-15 14:40:10
61889,1,61224,2,12,2017-09-15 14:40:10,12,2017-09-15 14:40:10
61890,1,61225,3,12,2017-09-15 14:40:10,12,2017-09-15 14:40:10
61891,1,61226,4,12,2017-09-15 14:40:10,12,2017-09-15 14:40:10
62158,0,61496,1,12,2017-09-15 16:38:56,12,2017-09-15 16:38:56
62159,0,61495,2,12,2017-09-15 16:38:56,12,2017-09-15 16:38:56
62160,0,61497,3,12,2017-09-15 16:38:56,12,2017-09-15 16:38:56
62161,0,61498,4,12,2017-09-15 16:38:56,12,2017-09-15 16:38:56
62162,1,61499,1,12,2017-09-15 16:38:56,12,2017-09-15 16:38:56
62163,1,61500,2,12,2017-09-15 16:38:56,12,2017-09-15 16:38:56
62164,1,61501,3,12,2017-09-15 16:38:56,12,2017-09-15 16:38:56
62165,1,61502,4,12,2017-09-15 16:38:56,12,2017-09-15 16:38:56
62323,0,61660,1,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62324,0,61661,2,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62325,0,61662,3,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62326,0,61663,4,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62327,0,61664,5,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62328,0,61665,6,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62329,1,61666,1,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62330,1,61667,2,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62331,1,61668,3,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62332,1,61669,4,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62333,1,61670,5,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62334,1,61671,6,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62335,1,61672,7,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62336,1,61673,8,1,2017-09-19 09:24:08,1,2017-09-19 09:24:08
62367,0,61704,1,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62368,0,61705,2,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62369,0,61706,3,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62370,0,61707,4,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62371,0,61708,5,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62372,0,61709,6,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62373,0,61710,7,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62374,0,61711,8,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62375,0,61712,9,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62376,1,61713,1,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62377,1,61714,2,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62378,1,61715,3,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62379,1,61716,4,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62380,1,61717,5,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62381,1,61718,6,1,2017-09-19 09:34:49,1,2017-09-19 09:34:49
62382,1,61719,7,1,2017-09-19 09:34:50,1,2017-09-19 09:34:50
62383,1,61720,8,1,2017-09-19 09:34:50,1,2017-09-19 09:34:50
62650,0,61987,1,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62651,0,61988,2,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62652,0,61989,3,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62653,0,61990,4,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62654,0,61991,5,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62655,0,61992,6,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62656,1,61993,1,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62657,1,61994,2,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62658,1,61995,3,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62659,1,61996,4,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62660,1,61997,5,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62661,1,61998,6,5,2017-09-19 12:46:54,5,2017-09-19 12:46:54
62662,1,61999,7,5,2017-09-19 12:46:55,5,2017-09-19 12:46:55
62772,0,62109,1,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62773,0,62110,2,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62774,0,62111,3,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62775,0,62112,4,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62776,0,62113,5,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62777,0,62114,6,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62778,1,62115,1,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62779,1,62116,2,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62780,1,62117,3,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62781,1,62118,4,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62782,1,62119,5,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62783,1,62120,6,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62784,1,62121,7,1,2017-09-19 13:17:12,1,2017-09-19 13:17:12
62785,0,62122,1,1,2017-09-19 13:28:28,1,2017-09-19 13:28:28
62786,0,62123,2,1,2017-09-19 13:28:28,1,2017-09-19 13:28:28
62787,0,62124,3,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62788,0,62125,4,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62789,0,62126,5,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62790,0,62127,6,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62791,0,62128,7,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62792,0,62129,8,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62793,1,62130,1,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62794,1,62131,2,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62795,1,62132,3,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62796,1,62133,4,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62797,1,62134,5,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62798,1,62135,6,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62799,1,62136,7,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62800,1,62137,8,1,2017-09-19 13:28:29,1,2017-09-19 13:28:29
62973,0,62310,1,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62974,0,62311,2,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62975,0,62312,3,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62976,0,62313,4,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62977,0,62314,5,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62978,0,62315,6,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62979,0,62316,7,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62980,1,62317,1,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62981,1,62318,2,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62982,1,62319,3,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62983,1,62320,4,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62984,1,62321,5,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62985,1,62322,6,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62986,1,62323,7,1,2017-09-19 15:36:42,1,2017-09-19 15:36:42
62987,0,62324,1,1,2017-09-19 15:44:49,1,2017-09-19 15:44:49
62988,0,62325,2,1,2017-09-19 15:44:49,1,2017-09-19 15:44:49
62989,0,62326,3,1,2017-09-19 15:44:49,1,2017-09-19 15:44:49
62990,0,62327,4,1,2017-09-19 15:44:49,1,2017-09-19 15:44:49
62991,0,62328,5,1,2017-09-19 15:44:49,1,2017-09-19 15:44:49
62992,1,62329,1,1,2017-09-19 15:44:49,1,2017-09-19 15:44:49
62993,1,62330,2,1,2017-09-19 15:44:49,1,2017-09-19 15:44:49
62994,1,62331,3,1,2017-09-19 15:44:49,1,2017-09-19 15:44:49
62995,1,62332,4,1,2017-09-19 15:44:50,1,2017-09-19 15:44:50
62996,1,62333,5,1,2017-09-19 15:44:50,1,2017-09-19 15:44:50
62997,1,62334,6,1,2017-09-19 15:44:50,1,2017-09-19 15:44:50
62998,1,62335,7,1,2017-09-19 15:44:50,1,2017-09-19 15:44:50
63336,0,62673,1,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63337,0,62674,2,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63338,0,62675,3,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63339,0,62676,4,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63340,0,62677,5,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63341,0,62678,6,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63342,1,62679,1,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63343,1,62680,2,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63344,1,62681,3,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63345,1,62682,4,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63346,1,62683,5,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63347,1,62684,6,11,2017-09-20 10:49:48,11,2017-09-20 10:49:48
63370,0,62707,1,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63371,0,62708,2,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63372,0,62709,3,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63373,0,62710,4,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63374,0,62711,5,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63375,1,62712,1,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63376,1,62713,2,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63377,1,62714,3,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63378,1,62715,4,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63379,1,62716,5,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63380,1,62717,6,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63381,1,62718,7,11,2017-09-20 10:54:14,11,2017-09-20 10:54:14
63408,0,62745,1,11,2017-09-20 10:59:28,11,2017-09-20 10:59:28
63409,0,62746,2,11,2017-09-20 10:59:28,11,2017-09-20 10:59:28
63410,0,62747,3,11,2017-09-20 10:59:28,11,2017-09-20 10:59:28
63411,0,62748,4,11,2017-09-20 10:59:28,11,2017-09-20 10:59:28
63412,1,62749,1,11,2017-09-20 10:59:29,11,2017-09-20 10:59:29
63413,1,62750,2,11,2017-09-20 10:59:29,11,2017-09-20 10:59:29
63414,1,62751,3,11,2017-09-20 10:59:29,11,2017-09-20 10:59:29
63415,1,62752,4,11,2017-09-20 10:59:29,11,2017-09-20 10:59:29
63528,0,62865,1,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63529,0,62866,2,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63530,0,62867,3,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63531,0,62868,4,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63532,0,62869,5,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63533,0,62870,6,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63534,1,62871,1,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63535,1,62872,2,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63536,1,62873,3,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63537,1,62874,4,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63538,1,62875,5,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63539,1,62876,6,12,2017-09-20 13:18:37,12,2017-09-20 13:18:37
63743,0,63080,1,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63744,0,63081,2,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63745,0,63082,3,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63746,0,63083,4,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63747,0,63084,5,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63748,0,63085,6,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63749,1,63086,1,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63750,1,63087,2,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63751,1,63088,3,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63752,1,63089,4,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63753,1,63090,5,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63754,1,63091,6,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63755,1,63092,7,12,2017-09-20 15:19:29,12,2017-09-20 15:19:29
63825,0,63162,1,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63826,0,63163,2,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63827,0,63164,3,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63828,0,63165,4,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63829,0,63166,5,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63830,1,63167,1,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63831,1,63168,2,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63832,1,63169,3,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63833,1,63170,4,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63834,1,63171,5,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63835,1,63172,6,11,2017-09-20 16:08:58,11,2017-09-20 16:08:58
63845,0,63182,1,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63846,0,63183,2,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63847,0,63184,3,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63848,0,63185,4,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63849,0,63186,5,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63850,1,63187,1,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63851,1,63188,2,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63852,1,63189,3,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63853,1,63190,4,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63854,1,63191,5,12,2017-09-20 16:25:59,12,2017-09-20 16:25:59
63987,0,63324,1,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
63988,0,63325,2,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
63989,0,63326,3,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
63990,0,63327,4,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
63991,0,63328,5,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
63992,1,63329,1,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
63993,1,63330,2,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
63994,1,63331,3,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
63995,1,63332,4,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
63996,1,63333,5,12,2017-09-20 17:32:56,12,2017-09-20 17:32:56
64294,0,63607,1,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64295,0,63608,2,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64296,0,63609,3,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64297,0,63610,4,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64298,0,63611,5,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64299,0,63612,6,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64300,0,63613,7,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64301,1,63614,1,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64302,1,63615,2,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64303,1,63616,3,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64304,1,63617,4,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64305,1,63618,5,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64306,1,63619,6,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64307,1,63620,7,11,2017-09-21 11:42:49,11,2017-09-21 11:42:49
64308,0,63621,1,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64309,0,63622,2,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64310,0,63623,3,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64311,0,63624,4,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64312,0,63625,5,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64313,1,63626,1,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64314,1,63627,2,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64315,1,63628,3,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64316,1,63629,4,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64317,1,63630,5,11,2017-09-21 11:43:35,11,2017-09-21 11:43:35
64318,0,63631,1,11,2017-09-21 11:43:52,11,2017-09-21 11:43:52
64319,0,63632,2,11,2017-09-21 11:43:52,11,2017-09-21 11:43:52
64320,0,63633,3,11,2017-09-21 11:43:52,11,2017-09-21 11:43:52
64321,1,63634,1,11,2017-09-21 11:43:52,11,2017-09-21 11:43:52
64322,1,63635,2,11,2017-09-21 11:43:52,11,2017-09-21 11:43:52
64323,1,63636,3,11,2017-09-21 11:43:52,11,2017-09-21 11:43:52
64336,0,63649,1,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64337,0,63650,2,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64338,0,63651,3,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64339,0,63652,4,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64340,0,63653,5,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64341,0,63654,6,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64342,0,63655,7,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64343,1,63656,1,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64344,1,63657,2,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64345,1,63658,3,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64346,1,63659,4,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64347,1,63660,5,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64348,1,63661,6,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64349,1,63662,7,11,2017-09-21 11:44:35,11,2017-09-21 11:44:35
64350,0,63663,1,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64351,0,63664,2,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64352,0,63665,3,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64353,0,63666,4,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64354,0,63667,5,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64355,0,63668,6,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64356,1,63669,1,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64357,1,63670,2,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64358,1,63671,3,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64359,1,63672,4,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64360,1,63673,5,11,2017-09-21 11:47:12,11,2017-09-21 11:47:12
64361,1,63674,6,11,2017-09-21 11:47:13,11,2017-09-21 11:47:13
64569,0,63874,1,11,2017-09-21 14:11:26,11,2017-09-21 14:11:26
64571,0,63876,2,11,2017-09-21 14:11:26,11,2017-09-21 14:11:26
