ingredient_season_id,ingredient_id,season_start,season_end,created_id,created_at,updated_id,updated_at
550,772,601,931,11,2017-12-04 10:26:49,11,2017-12-04 10:26:49
551,772,101,1231,11,2017-12-04 10:26:49,11,2017-12-04 10:26:49
552,773,1001,131,11,2017-12-04 10:27:29,11,2017-12-04 10:27:29
554,795,101,1231,11,2017-12-04 10:31:13,11,2017-12-04 10:31:13
555,794,101,1231,11,2017-12-04 10:31:33,11,2017-12-04 10:31:33
556,792,101,1231,11,2017-12-04 10:31:55,11,2017-12-04 10:31:55
557,791,101,1231,11,2017-12-04 10:32:12,11,2017-12-04 10:32:12
558,790,101,1231,11,2017-12-04 10:32:30,11,2017-12-04 10:32:30
559,788,101,1231,11,2017-12-04 10:32:47,11,2017-12-04 10:32:47
560,783,101,1231,11,2017-12-04 10:33:08,11,2017-12-04 10:33:08
561,780,101,1231,11,2017-12-04 10:33:26,11,2017-12-04 10:33:26
562,779,101,1231,11,2017-12-04 10:33:45,11,2017-12-04 10:33:45
563,778,101,1231,11,2017-12-04 10:34:04,11,2017-12-04 10:34:04
564,777,101,1231,11,2017-12-04 10:34:21,11,2017-12-04 10:34:21
565,776,901,1031,11,2017-12-04 10:35:56,11,2017-12-04 10:35:56
566,776,101,1231,11,2017-12-04 10:35:56,11,2017-12-04 10:35:56
567,775,101,1231,11,2017-12-04 10:36:19,11,2017-12-04 10:36:19
568,774,101,1231,11,2017-12-04 10:36:36,11,2017-12-04 10:36:36
569,771,101,1231,11,2017-12-04 10:37:07,11,2017-12-04 10:37:07
570,768,101,1231,11,2017-12-04 10:44:16,11,2017-12-04 10:44:16
571,767,101,1231,11,2017-12-04 10:44:36,11,2017-12-04 10:44:36
572,766,101,1231,11,2017-12-04 10:44:57,11,2017-12-04 10:44:57
573,765,101,1231,11,2017-12-04 10:50:18,11,2017-12-04 10:50:18
574,764,101,1231,11,2017-12-04 10:50:39,11,2017-12-04 10:50:39
575,763,401,931,11,2017-12-04 10:53:19,11,2017-12-04 10:53:19
576,762,101,1231,11,2017-12-04 10:53:36,11,2017-12-04 10:53:36
577,760,101,1231,11,2017-12-04 10:53:55,11,2017-12-04 10:53:55
578,759,101,1231,11,2017-12-04 10:54:14,11,2017-12-04 10:54:14
579,758,101,1231,11,2017-12-04 10:54:30,11,2017-12-04 10:54:30
580,757,101,1231,11,2017-12-04 10:54:50,11,2017-12-04 10:54:50
581,756,101,1231,11,2017-12-04 10:55:07,11,2017-12-04 10:55:07
582,752,101,1231,11,2017-12-04 10:55:41,11,2017-12-04 10:55:41
583,751,101,1231,11,2017-12-04 10:56:01,11,2017-12-04 10:56:01
584,746,601,1015,11,2017-12-04 10:57:27,11,2017-12-04 10:57:27
585,745,301,631,11,2017-12-04 10:58:30,11,2017-12-04 10:58:30
586,745,101,1231,11,2017-12-04 10:58:30,11,2017-12-04 10:58:30
587,744,101,1231,11,2017-12-04 10:58:57,11,2017-12-04 10:58:57
588,743,101,1231,11,2017-12-04 10:59:14,11,2017-12-04 10:59:14
589,742,301,631,11,2017-12-04 11:00:02,11,2017-12-04 11:00:02
590,742,101,1231,11,2017-12-04 11:00:02,11,2017-12-04 11:00:02
591,741,101,1231,11,2017-12-04 11:00:20,11,2017-12-04 11:00:20
592,738,901,1131,11,2017-12-04 11:02:28,11,2017-12-04 11:02:28
593,738,101,1231,11,2017-12-04 11:02:28,11,2017-12-04 11:02:28
594,737,101,1231,11,2017-12-04 11:02:45,11,2017-12-04 11:02:45
595,736,101,1231,11,2017-12-04 11:03:04,11,2017-12-04 11:03:04
596,734,101,1231,11,2017-12-04 11:08:10,11,2017-12-04 11:08:10
597,733,101,1231,11,2017-12-04 11:08:26,11,2017-12-04 11:08:26
598,732,101,1231,11,2017-12-04 11:10:02,11,2017-12-04 11:10:02
599,728,601,831,11,2017-12-04 11:11:31,11,2017-12-04 11:11:31
600,728,101,1231,11,2017-12-04 11:11:31,11,2017-12-04 11:11:31
601,727,101,1231,11,2017-12-04 11:12:07,11,2017-12-04 11:12:07
603,725,701,1031,11,2017-12-04 11:13:48,11,2017-12-04 11:13:48
605,724,601,731,11,2017-12-04 11:17:56,11,2017-12-04 11:17:56
606,724,101,1231,11,2017-12-04 11:17:56,11,2017-12-04 11:17:56
607,723,101,1231,11,2017-12-04 11:18:12,11,2017-12-04 11:18:12
608,722,101,1231,11,2017-12-04 11:18:31,11,2017-12-04 11:18:31
609,721,101,1231,11,2017-12-04 11:18:47,11,2017-12-04 11:18:47
610,717,101,1231,11,2017-12-04 11:19:06,11,2017-12-04 11:19:06
611,716,101,1231,11,2017-12-04 11:19:23,11,2017-12-04 11:19:23
612,714,101,1231,11,2017-12-04 11:20:07,11,2017-12-04 11:20:07
613,713,101,1231,11,2017-12-04 11:20:26,11,2017-12-04 11:20:26
614,710,101,1231,11,2017-12-04 11:20:52,11,2017-12-04 11:20:52
615,709,101,1231,11,2017-12-04 11:21:10,11,2017-12-04 11:21:10
616,708,101,1231,11,2017-12-04 11:21:26,11,2017-12-04 11:21:26
618,705,601,831,11,2017-12-04 11:24:05,11,2017-12-04 11:24:05
619,704,101,1231,11,2017-12-04 11:24:26,11,2017-12-04 11:24:26
620,699,101,1231,11,2017-12-04 11:26:02,11,2017-12-04 11:26:02
621,697,701,731,11,2017-12-04 11:27:17,11,2017-12-04 11:27:17
622,697,1001,1231,11,2017-12-04 11:27:17,11,2017-12-04 11:27:17
623,696,101,1231,11,2017-12-04 11:28:40,11,2017-12-04 11:28:40
624,694,101,1231,11,2017-12-04 11:31:16,11,2017-12-04 11:31:16
625,693,101,1231,11,2017-12-04 11:31:33,11,2017-12-04 11:31:33
626,681,301,831,11,2017-12-04 11:32:57,11,2017-12-04 11:32:57
627,680,101,1231,11,2017-12-04 11:33:16,11,2017-12-04 11:33:16
628,679,901,1131,11,2017-12-04 11:33:54,11,2017-12-04 11:33:54
629,673,101,1231,11,2017-12-04 11:34:34,11,2017-12-04 11:34:34
630,668,601,831,11,2017-12-04 11:35:07,11,2017-12-04 11:35:07
631,648,601,1015,11,2017-12-04 11:36:58,11,2017-12-04 11:36:58
632,630,301,631,11,2017-12-04 11:38:40,11,2017-12-04 11:38:40
635,583,201,731,11,2017-12-04 11:41:53,11,2017-12-04 11:41:53
636,543,401,531,11,2017-12-04 11:44:07,11,2017-12-04 11:44:07
637,543,1201,331,11,2017-12-04 11:44:07,11,2017-12-04 11:44:07
638,542,1201,331,11,2017-12-04 11:45:19,11,2017-12-04 11:45:19
639,541,901,1031,11,2017-12-04 11:46:17,11,2017-12-04 11:46:17
640,541,101,1231,11,2017-12-04 11:46:17,11,2017-12-04 11:46:17
641,540,1001,331,11,2017-12-04 11:48:28,11,2017-12-04 11:48:28
644,176,215,515,12,2017-12-04 17:02:16,12,2017-12-04 17:02:16
645,176,901,1031,12,2017-12-04 17:02:16,12,2017-12-04 17:02:16
646,147,1001,1231,11,2017-12-07 09:27:53,11,2017-12-07 09:27:53
647,147,615,915,11,2017-12-07 09:27:53,11,2017-12-07 09:27:53
650,152,1001,1231,11,2017-12-07 09:30:01,11,2017-12-07 09:30:01
651,152,615,915,11,2017-12-07 09:30:01,11,2017-12-07 09:30:01
652,148,1001,1231,11,2017-12-07 09:30:21,11,2017-12-07 09:30:21
653,148,615,915,11,2017-12-07 09:30:21,11,2017-12-07 09:30:21
654,440,501,731,11,2017-12-07 14:21:46,11,2017-12-07 14:21:46
655,140,501,731,11,2017-12-07 14:21:58,11,2017-12-07 14:21:58
656,798,1101,131,11,2017-12-21 11:03:11,11,2017-12-21 11:03:11
657,800,101,131,11,2017-12-21 11:28:58,11,2017-12-21 11:28:58
662,67,1001,331,11,2017-12-22 15:24:42,11,2017-12-22 15:24:42
663,143,601,1030,11,2017-12-22 15:35:49,11,2017-12-22 15:35:49
667,3,101,1231,11,2017-12-27 10:06:36,11,2017-12-27 10:06:36
668,3,1101,228,11,2017-12-27 10:06:36,11,2017-12-27 10:06:36
669,3,401,630,11,2017-12-27 10:06:36,11,2017-12-27 10:06:36
670,15,601,1130,11,2017-12-27 10:06:52,11,2017-12-27 10:06:52
671,485,101,1231,12,2017-12-27 20:44:18,12,2017-12-27 20:44:18
672,802,1201,331,5,2018-01-05 18:03:28,5,2018-01-05 18:03:28
673,803,1201,331,5,2018-01-05 18:05:52,5,2018-01-05 18:05:52
674,804,1201,331,5,2018-01-05 18:05:52,5,2018-01-05 18:05:52
675,806,1201,331,5,2018-01-05 18:07:09,5,2018-01-05 18:07:09
676,805,1201,331,5,2018-01-05 18:07:09,5,2018-01-05 18:07:09
677,491,101,1231,12,2018-01-16 18:50:27,12,2018-01-16 18:50:27
678,494,1201,231,12,2018-01-16 20:48:22,12,2018-01-16 20:48:22
679,494,701,731,12,2018-01-16 20:48:22,12,2018-01-16 20:48:22
680,429,101,1231,12,2018-01-18 15:38:20,12,2018-01-18 15:38:20
681,151,415,531,12,2018-01-18 23:07:40,12,2018-01-18 23:07:40
682,151,815,930,12,2018-01-18 23:07:40,12,2018-01-18 23:07:40
683,599,401,731,12,2018-01-19 21:20:38,12,2018-01-19 21:20:38
684,599,1101,1231,12,2018-01-19 21:20:38,12,2018-01-19 21:20:38
685,157,1001,1231,12,2018-01-19 21:43:56,12,2018-01-19 21:43:56
686,157,615,915,12,2018-01-19 21:43:56,12,2018-01-19 21:43:56
687,635,101,1231,12,2018-01-20 18:05:27,12,2018-01-20 18:05:27
688,160,901,1130,12,2018-01-20 21:25:08,12,2018-01-20 21:25:08
689,781,1101,431,5,2018-02-05 19:21:03,5,2018-02-05 19:21:03
691,810,201,431,15,2018-02-15 12:21:35,15,2018-02-15 12:21:35
692,137,101,1231,5,2018-04-18 16:27:43,5,2018-04-18 16:27:43
693,137,1001,131,5,2018-04-18 16:27:43,5,2018-04-18 16:27:43
