multiday_menu_list_id,multiday_menu_id,one_menu_id,cooking_day,cooking_time_zone_id,created_id,created_at,updated_id,updated_at
3884,913,14966,3,2,3,2017-02-06 14:03:00,3,2017-02-06 14:03:00
3886,914,14970,0,2,3,2017-02-06 15:47:42,3,2017-02-06 15:47:42
3891,915,14970,0,2,3,2017-02-07 09:46:18,3,2017-02-07 09:46:18
3887,914,14971,1,2,3,2017-02-06 15:47:42,3,2017-02-06 15:47:42
3892,915,14971,1,2,3,2017-02-07 09:46:18,3,2017-02-07 09:46:18
3888,914,14972,2,2,3,2017-02-06 15:47:42,3,2017-02-06 15:47:42
3893,915,14972,2,2,3,2017-02-07 09:46:18,3,2017-02-07 09:46:18
3889,914,14973,3,2,3,2017-02-06 15:47:42,3,2017-02-06 15:47:42
3890,914,14974,4,2,3,2017-02-06 15:47:42,3,2017-02-06 15:47:42
3894,915,14990,3,2,3,2017-02-07 09:46:18,3,2017-02-07 09:46:18
3895,915,14991,4,2,3,2017-02-07 09:46:18,3,2017-02-07 09:46:18
3896,916,15028,0,2,3,2017-02-07 16:43:49,3,2017-02-07 16:43:49
3897,916,15029,1,2,3,2017-02-07 16:43:49,3,2017-02-07 16:43:49
3898,916,15030,2,2,3,2017-02-07 16:43:49,3,2017-02-07 16:43:49
8135,1859,15077,2,2,5,2017-08-22 11:52:54,5,2017-08-22 11:52:54
3902,918,15309,0,2,3,2017-02-14 14:30:07,3,2017-02-14 14:30:07
3907,919,15309,0,2,3,2017-02-15 11:28:00,3,2017-02-15 11:28:00
3928,923,15309,1,2,3,2017-02-17 09:20:13,3,2017-02-17 09:20:13
