recipe_ingredient_id,recipe_id,ingredient_id,holiday_flag,mark_id,created_id,created_at,updated_id,updated_at
2085,265,180,0,,1,2016-08-04 11:07:00,1,2016-11-11 00:00:00
2086,265,310,0,1,1,2016-08-04 11:07:00,1,2016-11-11 00:00:00
2087,265,317,0,1,1,2016-08-04 11:07:00,1,2016-11-11 00:00:00
2088,265,368,0,1,1,2016-08-04 11:07:00,1,2016-11-11 00:00:00
2094,267,23,0,,1,2016-10-13 10:16:42,1,2016-11-11 00:00:00
2095,267,198,0,,1,2016-10-13 10:16:42,1,2016-11-11 00:00:00
2096,267,332,0,,1,2016-10-13 10:16:42,1,2016-11-11 00:00:00
2097,267,284,0,,1,2016-10-13 10:16:42,1,2016-11-11 00:00:00
2098,267,287,0,,1,2016-10-13 10:16:42,1,2016-11-11 00:00:00
2116,271,43,0,,1,2016-10-31 14:17:20,1,2016-11-11 00:00:00
2117,271,398,0,1,1,2016-10-31 14:17:20,1,2016-11-11 00:00:00
2118,271,310,0,1,1,2016-10-31 14:17:20,1,2016-11-11 00:00:00
2119,271,307,0,1,1,2016-10-31 14:17:20,1,2016-11-11 00:00:00
2242,288,66,0,,1,2015-07-02 09:37:19,1,2016-11-11 00:00:00
2243,288,180,0,,1,2015-07-02 09:37:19,1,2016-11-11 00:00:00
2244,288,334,0,,1,2015-07-02 09:37:20,1,2016-11-11 00:00:00
2245,288,296,0,,1,2015-07-02 09:37:20,1,2016-11-11 00:00:00
2246,288,310,0,,1,2015-07-02 09:37:20,1,2016-11-11 00:00:00
2247,288,323,0,,1,2015-07-02 09:37:20,1,2016-11-11 00:00:00
2248,288,382,0,,1,2015-07-02 09:37:20,1,2016-11-11 00:00:00
2935,1635,3,1,,1,2016-09-15 14:32:01,1,2016-11-11 00:00:00
2936,1635,198,0,,1,2016-09-15 14:32:01,1,2016-11-11 00:00:00
2937,1635,318,0,,1,2016-09-15 14:32:01,1,2016-11-11 00:00:00
2938,1635,339,0,,1,2016-09-15 14:32:01,1,2016-11-11 00:00:00
2939,1635,284,0,,1,2016-09-15 14:32:01,1,2016-11-11 00:00:00
2940,1635,287,0,,1,2016-09-15 14:32:01,1,2016-11-11 00:00:00
2941,1636,3,1,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2942,1636,70,1,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2943,1636,8,1,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2944,1636,65,1,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2945,1636,69,0,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2946,1636,125,1,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2947,1636,181,0,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2948,1636,344,0,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2949,1636,336,0,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2950,1636,365,0,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2951,1636,318,0,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2952,1636,284,0,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2953,1636,287,0,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
2954,1636,357,0,,1,2016-09-15 13:38:44,1,2016-11-11 00:00:00
