role_id,function_id,enable_flag,created_id,created_at,updated_id,updated_at
2,Defrosting_methods:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Dish_Types:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Dish_Types:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Dish_Types:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Dish_Types:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Finish_Method_On_Weekdays:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Finish_Method_On_Weekdays:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Finish_Method_On_Weekdays:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Finish_Method_On_Weekdays:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Food_Types:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Food_Types:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Food_Types:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Food_Types:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Genre:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Genre:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Genre:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Genre:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredient_Classification:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredient_Classification:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredient_Classification:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredient_Classification:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredient_Types:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredient_Types:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredient_Types:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredient_Types:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredients:create,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredients:delete,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredients:search,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Ingredients:update,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Intermediate:create,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Intermediate:delete,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Intermediate:search,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Intermediate:update,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Large_Classification:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Large_Classification:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Large_Classification:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Large_Classification:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Marks:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Marks:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Marks:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Marks:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Menu:create,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Menu:delete,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Menu:search,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Menu:update,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Number_Of_People:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Number_Of_People:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Number_Of_People:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Number_Of_People:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Occupation_Matrix:create,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Occupation_Matrix:delete,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Occupation_Matrix:search,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,Occupation_Matrix:update,0,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,One_Menu_Courses:create,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,One_Menu_Courses:delete,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,One_Menu_Courses:search,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,One_Menu_Courses:update,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,One_Menu_Meal:create,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,One_Menu_Meal:delete,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
2,One_Menu_Meal:search,1,4,2017-02-06 10:16:52,4,2017-02-06 10:16:52
